recall_id,clause_id,clause_text
34,27,Son Michael
34,28,also had a heart attack
34,29,at the news.
35,1,"My daughter died twenty eight years ago,"
35,2,on the 13th of April
35,3,on a chilly day.
35,4,She had gone in for surgery on her appendix
35,5,at a hospital
35,6,I had 3 surgeries at in the past.
35,7,"Her sister, Victoria, often went to visit her."
35,8,I was at the store with Rita
35,9,when the hospital called me
35,10,to come and pick her up.
35,11,She had been in hospital for 10 days
35,12,and the nurses took her out of bed
35,13,to ensure she wouldn't get clots.
35,14,Marie had been excited to come home.
35,15,I took her coat with me.
35,16,While I was on my way
35,17,my husband was shaving
35,18,"and getting ready to welcome her home,"
35,19,waiting on the step outside our house for her.
35,20,When I got to the hospital
35,21,"there were doctors and nurses running,"
35,22,a nurse came up to me
35,23,and asked if I was Marie's mother.
35,24,I asked her if all the running was for my daughter
35,25,and they said yes.
35,26,They took me into her room
35,27,"and told me to talk to her,"
35,28,"I said 'what am I meant to say, my daughter is dying.'"
35,29,She passed away soon afterwards
35,30,from a blood clot.
35,31,I was pulling my hair out
35,32,and hitting my head on the wall outside the office.
35,33,They drove me home
35,34,and when I told my husband what had happened
35,35,he had a heart attack.
35,36,My son Michael also came out
35,37,and when I told him
35,38,he had a heart attack too.
35,39,"My nephew, Jamie, was there too"
35,40,and went to tell my sisters and my mother.
35,41,My sister's brother has since passed away.
35,42,Marie was only 18 when she died.
36,1,OK.
36,2,A mother showed up at the hospital
36,3,to take who I believe to be her daughter (Marie) home
36,4,from a hospital stay.
36,5,"Just before she was to take Marie home,"
36,6,Marie died.
36,7,Then the mother went insane
36,8,"threatening to kill people,"
36,9,even threatening to burn the hospital down.
36,10,She then proceeded to inform the immediate family.
36,11,That's the general idea
36,12,as near as I could discern
36,13,from this poorly written hodgepodge of a story.
37,1,The woman from the store called us
37,2,because we didn't have a phone.
37,3,She told us that the hospital called
37,4,— they wanted us to pick Marie up.
37,5,"I told my daughter to put a pot of coffee on,"
37,6,dad would be finished in the yard soon.
37,7,"I always gave Marie the first cup in the morning,"
37,8,I always remember that.
37,9,"Anyway, I went to the hospital."
37,10,I saw a chair by her bed.
37,11,"""What's that for?"""
37,12,The nurse told me they were going to sit Marie.
37,13,"""What? No."""
37,14,She said it was the doctor's orders.
37,15,"Well, they tried but she passed out,"
37,16,so they put her back in bed.
37,17,Marie saw me from the window.
37,18,The nurse told me to wait.
37,19,"Next thing, she was rushing around."
37,20,"""Don't tell me it's my daughter you're rushing for?"""
37,21,It was.
37,22,We ran to her room where we found her in a cold sweat.
37,23,Drenched.
37,24,I went berserk.
37,25,"""Oh my god, you've killed my daughter!"""
37,26,"The doctor, a female doctor, came in."
37,27,She told me to be with Marie.
37,28,"""What can I possibly say to her?"""
37,29,I was out of my mind.
37,30,"As soon as I turned my back, she passed away."
37,31,"I kept screaming ""You've killed my daughter."""
37,32,The doctor couldn't tell me why she died.
37,33,Eventually they escorted me out of the hospital
37,34,and put me in a car.
37,35,"I screamed all the way home, pulling my hair out."
37,36,"By the time I got home, I didn't realise what a mess I looked."
37,37,All the neighbors came out to see who was screaming.
37,38,My husband came out and asked what was wrong.
37,39,"""It's Marie, she's dead."""
37,40,He had a heart attack.
37,41,My other daughter has been chronically ill for the twenty-eight years since.
37,42,Her leg goes stiff for weeks at a time.
37,43,I sent my son to tell his aunts the news.
37,44,"Seeing his red eyes, they asked him why he was crying."
37,45,He told them the news.
37,46,My other daughter got a phone call from the hospital.
37,47,They wanted her to pick me up.
37,48,"They were trying to sedate me but I told them ""Don't come near me!""."
37,49,I knew all the nurses because I'd already been in three times that year for operations.
38,1,A mother (Mary) lost her daughter (Marie).
38,2,"She had taken her for an operation,"
38,3,when they visited the hospital
38,4,staff tried to get her out of bed
38,5,"and she collapsed,"
38,6,because she clearly wasn’t ready to do that.
38,7,"Later, on the 18th of April she took her for another surgery"
38,8,"performed by a female doctor,"
38,9,and ten days later she died.
38,10,Mary went to collect her from the hospital
38,11,"carrying her coat and Marie's clothes on her arm,"
38,12,and when Mary arrived Marie had collapsed and died.
38,13,Mary accused the doctors of killing her daughter.
38,14,She didn’t want the doctors to operate
38,15,and find the cause of death.
38,16,She had to go home and tell everyone.
38,17,The news shocked her husband and son so much
38,18,they both collapsed of a heart attack.
38,19,Her other daughter has suffered with pain
38,20,for 28 years because of this.
38,21,"Even the shop lady nearby felt the pain of her death,"
38,22,"and recalled how nice, quiet, and kind Marie was."
38,23,"Mary sent Jamie, her other son, to tell their other family members."
39,1,Daughter went in for surgery for appendicitis at the local hospital
39,2,and it was on the 20th of the month.
39,3,The mother did not have a phone at the house
39,4,so had someone else that would take calls
39,5,when the daughter was ready to be picked up.
39,6,The mother prepared to pick up the daughter
39,7,by getting clothes and other items ready
39,8,for when he picked her up.
39,9,The mother then received a message
39,10,that her daughter was ready to be picked up
39,11,by the lady at the store with the phone.
39,12,When the mother got to the hospital
39,13,the nurses had her sit down for a bit
39,14,while she waited.
39,15,They then asked her if her daughter had a history of fainting
39,16,and then was taken to the room her daughter was in.
39,17,She seen her daughter in a poor state
39,18,with beads of sweat dripping
39,19,and suddenly came to the realization
39,20,that something is seriously wrong
39,21,"and started yelling ""you killed my daughter""."
39,22,The nurses and doctors did try to calm her down
39,23,but she would not.
39,24,The mother's other daughter arrived at the hospital soon
39,25,and found out what was happening
39,26,and collapsed to the floor
39,27,and died at the hospital also.
39,28,The mother was even more distraught
39,29,and threatened to burn the hospital down.
39,30,When the mother told the husband and brother
39,31,they both suffered heart attacks
39,32,and died.
39,33,It was a tragic story overall.
41,1,Mrs Costa lost a daughter named Marie
41,2,who had died from an appendicitis operation.
41,3,She had told everyone
41,4,and the entire neighbourhood
41,5,"her daughter would be coming back the same day,"
41,6,but instead the daughter passed away.
41,7,She was devastated
41,8,and the doctors asked to give her something
41,9,and she declined.
41,10,She went home
41,11,and told her husband
41,12,who end up having a heart attack
41,13,and her son Micheal
41,14,who also had a heart attack.
41,15,She sent her little son Jamie
41,16,to go tell his two aunts about the death.
41,17,The operation happened 20th of April
41,18,and a male doctor performed the operation
41,19,with the help of a female doctor.
41,20,Mrs Costa had her hair pulled
41,21,and she kept screaming
41,22,until everybody came out
41,23,and stood at their door.
42,1,"Marie had a appendectomy done,"
42,2,"The next day she was in a lot of pain,"
42,3,when nurses tried to move her from bed to chair.
42,4,But she had to be taken back to the bed.
42,5,"This might have caused a blood clot,"
42,6,the surgery was done in April.
42,7,"When her mother came to take her home,"
42,8,"after she was discharged,"
42,9,"Marie was very happy to see her,"
42,10,but sadly she passed away soon after.
42,11,"Her mother was very upset,"
42,12,"and cried a lot,"
42,13,"when she got home,"
42,14,her husband passed out from a heart attack.
42,15,"The community was also saddened,"
42,16,"by Marie's death,"
42,17,as everyone was waiting to welcome her back.
43,1,Mrs Costa's daughter Marie died
43,2,from a blood clot
43,3,after an operation
43,4,for appendicitis.
43,5,She was 18
43,6,and it happened 28 years ago.
43,7,Her father and brother had heart attacks.
44,1,A woman recalls the death of her daughter
44,2,which occurred 28 years ago
44,3,following an operation for appendicitis
44,4,at Methodist Hospital.
44,5,"After the surgery,"
44,6,her daughter was still under ether anesthesia.
44,7,"Despite this,"
44,8,a nurse followed the doctor’s orders
44,9,"to get her out of bed,"
44,10,though she was too weak.
44,11,The woman believes
44,12,"this action led to her daughter developing a blood clot,"
44,13,which she holds the hospital staff responsible for.
44,14,"The woman recounts her reaction to her daughter's sudden decline after surgery,"
44,15,accusing the doctors of killing her.
44,16,"She recalls screaming at the doctors,"
44,17,"particularly Dr. Montique,"
44,18,"the assistant to Dr. Schwartz,"
44,19,who performed the operation.
44,20,"Despite being told to talk to her daughter,"
44,21,"the woman was too distraught,"
44,22,as her daughter was dying.
44,23,"Overcome with hysteria,"
44,24,"she describes her daughter,"
44,25,"only 18 and ready to come home,"
44,26,passing away while she briefly turned away.
44,27,Her husband was waiting
44,28,"for their daughter at home,"
44,29,unaware of the tragedy unfolding at the hospital.
44,30,"The woman recalls confronting Dr. Montique,"
44,31,the assistant to Dr. Schwartz
44,32,"who performed the operation,"
44,33,accusing her of killing her daughter.
44,34,Dr. Montique admitted
44,35,they didn’t know what went wrong.
44,36,The nurse urged her
44,37,"to speak to her dying daughter,"
44,38,but the woman was too hysterical.
44,39,"Overwhelmed with grief,"
44,40,"she describes her daughter,"
44,41,"only 18 and beautiful,"
44,42,passing away the moment she turned her back.
45,1,"Marie, the daughter of Mrs Costa, died in hospital"
45,2,after suffering from a suspected blood clot in her leg.
45,3,Mrs Costa recalls telling her other children Rita & James
45,4,that their sister had died.
45,5,"Rita reacted in a bad way to the news,"
45,6,whilst James was then given the task
45,7,of passing on the news to his two aunties Millie & Jenny.
46,1,Ms Costa tells the story of how her daughter Marie died at the hospital
46,2,"ten days after an operation she had,"
46,3,from a blood clot.
46,4,The daughter was in the hospital
46,5,and the nurses tried to pick her up from the bed
46,6,"and have her sit on a chair,"
46,7,under the doctor's orders.
46,8,"When they got her out of the bed,"
46,9,she passed out
46,10,so they had to put her back to bed.
46,11,"After ten days,"
46,12,they called Ms Costa from the hospital
46,13,to come and pick her daughter up
46,14,and return her home.
46,15,A lady from a store called her
46,16,and told her that her daughter was discharged.
46,17,Mr Costa told her daughter Rita
46,18,to put a pot of coffee on
46,19,and buy some cake from the bakery.
46,20,She went then to the hospital
46,21,where she saw her daughter collapsed
46,22,with heavy beads of sweat on her forehead.
46,23,She started screaming
46,24,the doctor came
46,25,but they couldn't save her daughter.
46,26,She went home
46,27,and first she told her husband
46,28,and the rest of the family.
46,29,"Unfortunately, the husband had a heart attack"
46,30,due to the terrible news
46,31,and so did her son.
46,32,She also called her brother-in-law
46,33,who worked as an undertaker.
47,1,"Mrs. Costa's daughter Marie passed away,"
47,2,and she's recalling the story.
47,3,"She mentions how she was in hospital,"
47,4,only 18 years old at the time.
47,5,"She was there for 10 days,"
47,6,and there was an issue with getting Marie out of bed
47,7,"and the usage of ether,"
47,8,"and another daughter, Victoria, helped a nurse get Marie out of bed"
47,9,when they shouldn't have.
47,10,"Marie got a blood clot,"
47,11,and passed away because of that.
47,12,"The family was waiting to bring her home,"
47,13,"and Mrs. Costa went to the hospital,"
47,14,getting Marie's clothes all lined up.
47,15,"Meanwhile, the father shaved and got ready for her return."
47,16,"At the hospital, a nurse's aide came to Mrs. Costa"
47,17,"and explained that Marie had collapsed,"
47,18,and that they weren't sure exactly what happened.
47,19,"When Mrs. Costa got upset,"
47,20,they offered her a shot
47,21,"and she refused,"
47,22,saying they had killed her daughter
47,23,"and were trying to kill her,"
47,24,and she would trust the female Dr. Schwartz.
47,25,"The rest of the family had to be informed as well,"
47,26,"and they sent a small male to tell her sisters and mother,"
47,27,"and they all thought the boy was coming to tell them the good news,"
47,28,"that Marie had returned safely,"
47,29,when it was actually bad news.
47,30,This all happened around April 20th or so.
47,31,"Now, even when Mrs Costa goes to the store,"
47,32,the cashier there mentions how she used to see Marie sitting out on the step looking at the store.
48,1,"My daughter Marie was sick,"
48,2,"and I went to the hospital to see how she was,"
48,3,"she was still under,"
48,4,"back then, they used a lot of ether."
48,5,There was a chair there.
48,6,"They were just starting to get people out of the bed, you know."
48,7,"Victoria saw the chair and she said to the nurse, ""What's this chair doing here?"""
48,8,"And the nurse said, ""Well, we've got to get her out of bed."""
48,9,"She said, ""What are you talking about? She's still under ether and too sick."""
48,10,But the nurse insisted that was the doctor's orders.
48,11,So they went to get her out of bed and she passed out back in bed.
48,12,"Dr. Monique, she was a lady doctor,"
48,13,"so she came in and said ""You killed my daughter, what did you do to her?"""
48,14,"She said, ""Calm down, Mrs. Costa,"""
48,15,"She took me away from the bed,"
48,16,"and the nurse said to her, ""Talk to her,"""
48,17,"My daughter Marie is dying, what am I supposed to tell her?"
48,18,"And Costa was screaming, with her hair all pulled out."
48,19,"I was hysterical, you know."
48,20,"I walked into the room,"
48,21,my daughter collapsed on the hard floor when I told her about Marie
48,22,"and I told the doctors not to touch her,"
48,23,"I kept screaming and hitting my head on the wall,"
48,24,"I was hysterical,"
48,25,"they took me home,"
48,26,I was screaming and neighbors were coming out
48,27,"and my husband was sitting on the stairs,"
48,28,"he asked, ""What is wrong with you?"""
48,29,"I told him Marie died,"
48,30,My sisters were with us till 4 a.m. waiting for Marie to come home.
48,31,They had an orange for her.
49,1,"Mrs. Costa's daughter Marie died,"
49,2,"in Methodist Hospital,"
49,3,"of a blood clot,"
49,4,at age 18.
49,5,"Her daughter and nurse tried to move her,"
49,6,whilst she was on Ether.
49,7,"She had an operation for Appendicitis,"
49,8,on a Saturday afternoon.
49,9,They used a lot of Ether back then.
49,10,"She passed out,"
49,11,when trying to be moved.
49,12,"Her sister said that she was too sick to move,"
49,13,despite her sister saying that.
49,14,"The parents worked at a store,"
49,15,"and the mother got a call,"
49,16,to pick Marie up.
49,17,"There was some confusion at the hospital,"
49,18,about whether Mrs. Costa was there.
49,19,"Rita, her daughter, finished the dinner,"
49,20,and her dad would be home soon.
49,21,"Mrs. Costa was chilly in the hospital,"
49,22,"in just a dress,"
49,23,so they gave her a blanket.
49,24,The nurse noticed she was in a cold sweat.
49,25,"Her mother bought her a girdle,"
49,26,to put on.
49,27,"Another lady had an operation,"
49,28,for her gallbladder.
49,29,"Mrs. Costa went into the room,"
49,30,"and Marie was sweating,"
49,31,"on the bed,"
49,32,with slippers and a housecoat.
49,33,"Mrs. Costa told the lady doctor that she killed her daughter,"
49,34,and was screaming.
49,35,"There was some confusion,"
49,36,"about whether Mrs Costa was still at the store,"
49,37,and the hospital kept ringing the store.
49,38,"Rita then came to the hospital,"
49,39,"and fell to her knees,"
49,40,when she was told Marie was dead.
49,41,"Mrs. Costa was well known at the hospital,"
49,42,for having 3 operations.
49,43,Her brother in law (now dead) was an undertaker.
50,1,No idea
50,2,a lot of people died
50,3,something about the doctor
50,4,There was
50,5,"a funeral director,"
50,6,a Marie.
51,1,"Mrs Costa's daughter, Marie, was in the hospital getting treated for an illness."
51,2,"During the end of her stay,"
51,3,"the day she was supposed to be discharged,"
51,4,the nurses had Marie try to walk around her hospital room.
51,5,"Mrs Costa believes that this caused a blood clot in her leg,"
51,6,which led to her death at the time of discharge.
51,7,"On the day of her discharge,"
51,8,the family was looking forward to her coming home.
51,9,They received a call through a local store that she was ready to be discharged
51,10,do they not have a phone?
51,11,They got everything ready for Marie.
51,12,They had coffee and breakfast prepared
51,13,and Mrs Costa went by herself to pick Mary up.
51,14,Her husband and other daughter stayed at their house to continue preparing.
51,15,"At this time, other family members were notified that Marie was being released on that day."
51,16,Costa states that she had clothes and other things laid out
51,17,and brought jackets and clothes to the hospital with her.
51,18,"At the hospital, Costa was told to sit and wait."
51,19,She sat with another patient who'd had gallbladder surgery
51,20,and prayed for her recovery because she had way too many children.
51,21,"While waiting, she saw some medical staff running to a patient."
51,22,"Costa quickly learned that they were running to treat a medical emergency for Marie,"
51,23,who had developed a clot in her leg.
51,24,She was taken to Marie's room.
51,25,"Marie was visibly unwell,"
51,26,sweating heavily and with an unnaturally stiff leg
51,27,Costa started to panic and become belligerent
51,28,while the doctors rushed around trying to mitigate the situation.
51,29,"During that mess, Marie succumbed to the blood clot."
51,30,Costa became understandably enraged and started shouting about how the hospital had killed her daughter
51,31,and complained that they wanted to kill her as well when offerings some sort of calming injection.
51,32,"After some more time the husband and other daughter arrived at the hospital,"
51,33,as they'd become concerned about the lack of updates.
51,34,They learned at that point that Marie had died.
51,35,"However, Costa's story has an inconsistency from how I recall it here"
51,36,because she then goes on to say that her husband was waiting on the porch
51,37,and asked what was wrong when she arrived
51,38,and only sat in the car screaming.
51,39,They sent one of their other children or grandchildren to notify other relatives.
51,40,"He seems to have been a child and was crying by the time he arrived,"
51,41,leading them to ask what was wrong before he broke the news.
51,42,Costa then rambles a bit more about unnecessary details
51,43,but I don't remember them because they weren't key to the story.
52,1,Mrs Mary Costas tells the story
52,2,of when she was younger
52,3,"and her daughter, Marie died."
52,4,She died post surgery
52,5,from a blood clot.
52,6,She was supposed to be discharged that day
52,7,"when Mrs Costas went to pick up her daughter,"
52,8,she got sick
52,9,"and then fainted,"
52,10,but she actually died.
52,11,"Mrs Costas had a bad breakdown,"
52,12,"was hysterical,"
52,13,hurting herself
52,14,and threatening others.
52,15,"When she got home,"
52,16,"Mike, the father, had a heart attack."
52,17,"Then Michael, the son, had a heart attack."
52,18,Rita was Marie's sister.
52,19,"There was also a younger son,"
52,20,who told the two aunts that Marie had died.
52,21,Mrs Costas had 3 surgeries within a year
52,22,so she knew all the nurses.
53,1,The story was told by a woman
53,2,who's daughter died.
53,3,"The daughter, named Marie, died of a blood clot"
53,4,after surgery.
53,5,It was on the thirtieth or maybe the 28th of the month
53,6,that she died.
53,7,The hospital had called the store down the road from them
53,8,to speak with Rita
53,9,to let the mother know that Marie was ready to be picked up.
53,10,"Marie died while saying goodbye to another woman in the hospital,"
53,11,she said she had a pain in her leg
53,12,and couldn't see
53,13,right before she dropped to the ground.
53,14,The woman telling the story went to the hospital
53,15,and said they needed to find out what happened.
53,16,The woman doctor who was the assistant of the doctor who performed the surgery
53,17,told her she didn't know what happened.
53,18,The mother said she was going to burn the hospital down
53,19,despite who was inside
53,20,if they didn't find out what happened to her daughter.
53,21,She also said they better not touch her.
53,22,When the woman who told the story (the mother) went home
53,23,she told the father
53,24,and he had a heart attack on the spot
53,25,while sitting on the front step
53,26,waiting to see Marie.
53,27,The brother also had a heart attack
53,28,upon hearing the news.
53,29,The older sister watched Marie die in the hospital.
53,30,The mother had a bad heart herself
53,31,and had known the nurses
53,32,because she had three surgeries all within one year.
53,33,The doctors wanted to give the mother a shot
53,34,because of how upset she was
53,35,but she turned it away.
54,1,Mrs Costa's daughter Marie was in the hospital for an Appendicitis
54,2,"and when Mrs. Costa went to pick her up,"
54,3,"as Marie was saying goodbye to the nurses,"
54,4,she passed out
54,5,after claiming her leg hurt
54,6,and she lost her vision.
54,7,Mrs Costa was on her way to the hospital
54,8,with Marie's clothes she would wear home.
54,9,"When Mrs. Costa arrived at the hospital,"
54,10,"as she was praying for another patient,"
54,11,she was informed that something was wrong with Marie.
54,12,Mrs Costa had a nervous breakdown
54,13,"and screamed that they killed her daughter,"
54,14,as Marie laid in her bed covered in sweat.
54,15,She pulled her hair out
54,16,and screamed.
54,17,She went home
54,18,where many family members were waiting for Marie to return home
54,19,"but when she told her husband and son about Marie dying,"
54,20,they both had heart attacks.
54,21,Everyone was shocked and saddened.
54,22,The neighbor recalled Marie standing at the steps of their store
54,23,and how quiet she was.
55,1,I remember it like it was yesterday.
55,2,"I had just gotten a message telling me to come over, so I went."
55,3,"When I arrived, they asked me to sit down."
55,4,I was already praying for another woman I knew—someone from my sister's neighborhood.
55,5,She had just had an operation.
55,6,She had ten kids.
55,7,I was pleading with God not to take her away from them.
55,8,"But as I sat there, things started to take a turn."
55,9,I was getting chills.
55,10,A nurse's aide even brought me a blanket.
55,11,"I was trying to shake off the feeling when the nurse said to me, “Has your daughter ever had a fainting spell?”"
55,12,"And right then, my heart sank."
55,13,I rushed to the room.
55,14,I saw my daughter Marie lying there.
55,15,Her slippers still on.
55,16,Sweat just pouring off of her.
55,17,"I couldn't believe it—I just kept yelling, ""What did you do to her? You killed my daughter!"""
55,18,The doctors were trying to explain.
55,19,All I could hear was them telling me they didn’t know what had happened.
55,20,My beautiful Marie... she was only 18.
55,21,I was hysterical.
55,22,"I was pulling at my hair, screaming."
55,23,She was supposed to come home that day.
55,24,We had everything ready.
55,25,My husband was waiting at home for her.
55,26,Sitting on the step.
55,27,Not knowing what was about to happen.
55,28,"When the hospital called the store, they asked, ""When is the mother coming to pick up Marie?"""
55,29,"But my family, who was with me, knew something wasn't right."
55,30,They all rushed back to the hospital.
55,31,Thinking maybe I had gotten sick myself because of my heart condition.
55,32,But when they arrived.
55,33,They saw me in the state I was in.
55,34,They knew.
55,35,"I told them, ""We lost Marie. Marie died."""
55,36,It was chaos.
55,37,My daughter Rita collapsed on the floor.
55,38,As if struck by lightning.
55,39,She heard the news.
55,40,She’s been suffering ever since.
55,41,Dealing with pain that comes and goes.
55,42,Doctors later said it was a blood clot that caused Marie’s death.
55,43,The girl who was with her said the last thing Marie complained about was pain in her leg.
55,44,Not being able to see.
55,45,And then she collapsed.
55,46,"When I got home, the entire neighborhood could hear my screams."
55,47,My husband was sitting there.
55,48,"Asking, ""What happened?"""
55,49,"I told him, ""We lost Marie."""
55,50,He had a heart attack right there on the spot.
55,51,"That same night, my son Michael collapsed too."
55,52,It was just devastation all around.
55,53,Everyone had been waiting for Marie to come home that day.
55,54,My youngest sister had even brought a giant orange for her as a little gift.
55,55,"But instead of celebrating her coming home, we were left to deal with this heartbreaking loss."
55,56,It shocked everyone.
55,57,My family.
55,58,The neighbors.
55,59,Everyone who knew Marie.
55,60,"She was such a quiet, sweet girl."
55,61,And now... she was gone.
56,1,A girl called Maria
56,2,died 28 years ago
56,3,possibly because of hospital neglect
56,4,which led to a blood clot
57,1,The daughter died 28 years ago on the 13th of the month.
57,2,Her sister Victoria went to the hospital
57,3,and the daughter was discharged for 10 days.
57,4,She died of a blood clot.
57,5,She had two sisters.
57,6,At the funeral was Aunt Millie
57,7,"and Aunt Jenny,"
57,8,"Brother-in-law,"
57,9,"Mary,"
57,10,"James,"
57,11,"Michael,"
57,12,"Annie,"
57,13,(who died of a) heart attack.
58,1,"28 years ago, Mrs. Costa's daughter Marie died"
58,2,at the age of 18.
58,3,She had been hospitalized for appendicitis
58,4,and received surgery
58,5,while under ether for anesthesia.
58,6,She suffered some initial post-surgical complications
58,7,"and was hospitalized for 10 days,"
58,8,during which time the nursing staff made her sit
58,9,and walk around
58,10,in ways her mother now believes may have contributed to her death.
58,11,Marie suffered a blood clot
58,12,"as she was being released from the hospital,"
58,13,fainting
58,14,and sweating profusely
58,15,while her mother waited in the other room
58,16,to help her get dressed
58,17,for the trip home.
58,18,"Mrs. Costa had happily prepared for Marie's release,"
58,19,instructing other family members
58,20,to take care of certain tasks
58,21,ahead of Marie's arrival.
58,22,"While Marie was experiencing the emergency that led to her death,"
58,23,other family members were eagerly awaiting her.
58,24,The hospital office staff was not aware
58,25,Marie had just passed away
58,26,"and, during the crisis,"
58,27,was calling the family
58,28,wondering why Marie hadn't completed her release to home yet.
58,29,"When Mrs. Costa became aware of Marie's emergency,"
58,30,she became agitated
58,31,"and terribly upset,"
58,32,accusing doctors and nurses of killing her daughter.
58,33,Marie is still remembered by those who loved her;
58,34,her mother honors Marie's memory each day
58,35,"as she drinks her first cup of coffee,"
58,36,and family friends reminisce about seeing Marie
58,37,in their memories
58,38,as though she were there in real life.
59,1,Mr's Costa's daughter Marie was in the hospital.
59,2,She has appendicitis.
59,3,"When Mrs. Costa went to the hospital,"
59,4,the nurse had a chair.
59,5,"When asked why,"
59,6,the nurse said Dr.'s orders.
59,7,Then she slipped
59,8,and Mrs. Costa believes the fall caused her to have a blood clot.
59,9,"After 10 days,"
59,10,she got a call that she should pick Marie up.
59,11,She asked her husband to make a pot of coffee
59,12,and get a cake for Marie.
59,13,Marie loved coffee
59,14,and was the first to have coffee in the morning.
59,15,"When the mom went to Wood Street,"
59,16,her daughter could see she was about to arrive.
59,17,"The nurse told her to sit down,"
59,18,that Marie was dying.
59,19,Mrs. Costa started screaming
59,20,and pulled her hair out
59,21,and yelled that they had killed her daughter.
59,22,Mrs. Costa was screaming and crying.
59,23,She was only 18.
59,24,The female doctor came in the room
59,25,and wanted to give her a shot to calm her down.
59,26,Mrs. Costa went home
59,27,and was screaming so loudly that the neighbors came out.
59,28,She told her husband about the death.
59,29,Her sisters were told by James
59,30,that Marie was dead.
59,31,He was crying with bloodshot eyes.
59,32,Then they contacted her brother-in-law
59,33,who is an undertaker.
59,34,"When Mrs. Costa went to the store,"
59,35,the clerk said she remembered Marie on the set
59,36,and that she was a sweet quiet girl.
60,1,Mother telling a story
60,2,about the day
60,3,her daughter Marie died
60,4,in hospital
60,5,after collapsing
60,6,after an appendicitis surgery.
60,7,"Another daughter called Marie,"
60,8,"2 sons,"
60,9,one called James
60,10,and one called Michael.
60,11,Brother in law works as an undertaker
60,12,but now passed.
60,13,Michael and husband had a heart attack
60,14,when they found out
60,15,Marie died.
60,16,There was a woman in hospital
60,17,who was ill
60,18,who was a mother.
61,1,My daughter died.
61,2,She'd be twenty-eight years this month.
61,3,The thirtieth of this month yeah.
61,4,She died at Methodist Hospital.
61,5,She had an operation for appendicitis.
61,6,"It was Saturday afternoon when they operated, very late."
61,7,"Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was."
61,8,She was still under ether.
61,9,"Back then, they used a lot of ether."
61,10,There was a chair there.
61,11,They were just starting to get people out.
61,12,"So Victoria saw the chair and she said to the nurse, ""What's this chair doing here?"""
61,13,"The nurse said ""Well, we've got to get her out of bed""."
61,14,"She said, ""What are you talking about? She's still under ether."""
61,15,"""She's too sick."""
61,16,"But the nurse said, well, that's the doctor's orders."
61,17,"So they went to get her out of bed and she passed out,"
61,18,and they had to put her back in bed.
61,19,"See, here she never -"
61,20,"I don't know if they know or what,"
61,21,"but I blame them for the blood clot she got, taking her out of bed."
61,22,"So when she was walking around to come home after ten days,"
61,23,I was waiting for the call from the hospital.
61,24,I didn't have a phone then.
61,25,"The lady from the store who had a phone called me, ""Mrs. Costa,"" at a quarter to five at night."
61,26,"""Mrs. Costa, they just called you from the hospital."
61,27,Go pick Marie up.
61,28,"She's discharged."""
61,29,I had all the clothes laid out on the table.
61,30,And Rita was -
61,31,"I was going,"
61,32,"I said ""Rita, Finish the cooking."
61,33,"Daddy will be home soon""."
61,34,He was working down in the yard.
61,35,"I said, ""And put a big pot of coffee on"""
61,36,because she had been wishing for coffee.
61,37,"And you know every morning,"
61,38,"that first cup of coffee,"
61,39,I offered it to her.
61,40,When I get up in the morning the first cup is hers.
61,41,It came -
61,42,just poured from her -
61,43,"I said, “What did you do, kill my daughter?"
61,44,You killed her!
61,45,You killed her!”
61,46,That's what I kept yelling.
61,47,"And the doctor rushed in,"
61,48,"see, they were trying to get"
62,1,"A woman, Mrs. Costa, takes her daughter Marie to the hospital for surgery on her appendix."
62,2,It should be routine without any issues.
62,3,Mrs. Costa goes home
62,4,and waits for the hospital to call her to pick up her daughter.
62,5,"When they call and she goes into the hospital,"
62,6,she finds out her daughter died.
62,7,The surgeon was a woman named Dr. Schwartz.
62,8,The Dr. tells her she heard Marie tell a girl that her leg hurt.
62,9,The Dr. says there was a blood clot
62,10,and that's what caused Marie's death.
62,11,"When Mrs. Costa goes into the hospital room,"
62,12,her daughter Marie is dressed in her slippers and robe.
62,13,Mrs. Costa gets very upset
62,14,and starts yelling.
62,15,The nurses try to take her to an office
62,16,and give her a shot of something to calm her down
62,17,but Mrs. Costa won't let them.
62,18,She yells at them to Stay Away from Her!
62,19,"When Mrs. Costa goes home,"
62,20,her husband is waiting on the stairs.
62,21,"When she tells him Marie has died,"
62,22,he has a heart attack.
62,23,Another man or boy comes out
62,24,"and when she tells him what happened,"
62,25,he has a heart attack as well.
62,26,"Mrs. Costa remembers that her sisters are waiting to hear about Marie as well,"
62,27,so she sends her son James to tell them what happened.
62,28,One of the sisters' husbands is also an undertaker.
62,29,"When James arrives at their house,"
62,30,they're excited to see him
62,31,but they quickly notice his eyes are red from crying.
62,32,"When they ask him what happened,"
62,33,he tells them Marie died.
63,1,A woman goes to the hospital
63,2,and finds out her daughter has died.
63,3,She lived with multiple daughters.
63,4,Marie was only 18.
63,5,She died from a blood clot.
63,6,The mom went crazy in the hospital
63,7,"after finding out the news,"
63,8,and she did not like the doctors.
63,9,She threatened to burn down the hospital
63,10,and [to] kill people.
63,11,She was screaming
63,12,and pulling out her hair.
63,13,She told the news to everyone else;
63,14,they were all sad.
63,15,"The father got a heart attack,"
63,16,as well as the brother.
63,17,It was all so sad and terrible.
