recall_id,clause_id,clause_text
41,75,**But I had made up my mind**
41,76,**that I was going to**
41,77,**so we pulled up to the stop**
41,78,**at this sign**
41,79,**and right across the road**
41,80,**stopped a sheriff's car**
41,81,**So I motion for him to come over**
41,82,**and they whip across the road**
41,83,**and I got out the car**
41,84,**walked over there**
41,85,**and said to this deputy**
41,86,**This guy behind me is either sick or he's drunk**
41,87,**but he's got a problem**
41,88,**He can't keep his car on one side of the road**
41,89,**And I said**
41,90,**He's got a definite problem**
41,91,**So they started down there**
41,92,**And as soon as he sees me get out of the car**
41,93,**and walk over there to the police car**
41,94,**the guy stops**
41,95,**way far away from the intersection**
41,96,**He stops**
41,97,**and he throws his car into reverse**
41,98,**and starts backing up**
41,99,**When the cops went down there to check him out**
41,100,**he starts backing up**
41,101,**going backwards down that road**
41,102,**Pretty soon they catch up with him**
41,103,**and he starts forward again**
41,104,**and they make a U-turn in the road**
41,105,**and start following him**
41,106,**and he's just driving real slow**
41,107,**and careful**
41,108,**Haha**
41,109,**it's pretty funny**
41,110,**I don't know if they ever stopped him or not**
43,1,Some people went to see a league softball game.
43,2,A guy in his 50s came
43,3,"and blocked, I presume, some traffic."
43,4,It was linked to ranch eggs.
43,5,"Then the guy was near them,"
43,6,bumper to bumper.
43,7,A driver thought he was drunk
43,8,and was worried he may get a heart attack.
43,9,A police car is then seen.
44,1,"About a month ago we were driving up to the Junior baseball game, up Twenty-Four,"
44,2,there is this guy trying to turn left onto the road.
44,3,So we wait for him to turn
44,4,but he gets about half way across before the lights change
44,5,"and he's stuck in the middle of the road,"
44,6,right on the median.
44,7,Anyways we drive through quickly to get ahead of him
44,8,and when the traffic starts again he begins to follow us real close up Twenty-Four.
44,9,Lisa was in the car with me
44,10,"and she says ""that guy is following real close"","
44,11,and I look back in the rear-view mirror
44,12,and she's right.
44,13,He's weaving this way and that across the lanes
44,14,and sticking real close to us all the way up Twenty-Four.
44,15,"We go a mile, maybe two"
44,16,and I'm starting to think about drunk drivers
44,17,"and how they're the biggest cause of death to kids and whatnot,"
44,18,because I'm thinking this guy must be drunk to be driving like this.
44,19,I think I'll stop at the next light
44,20,and get out
44,21,and go back there
44,22,"and see what's up,"
44,23,"give him a piece of my mind,"
44,24,but then I wonder if he's actually sick
44,25,and if I want a confrontation after all.
44,26,I'd hate it to read the paper the next day
44,27,and hear about a guy dying of a heart attack on the highway
44,28,and I had done nothing about it.
44,29,"Anyway, my mind was made up"
44,30,and I was going to go back there
44,31,when we pull up at a stop sign
44,32,"and there's a police car on the other side of the road,"
44,33,so I call them over.
44,34,They swing across the road
44,35,and I get out
44,36,"and say ""that guy back there is either drunk or sick, but he can't keep his car in his lane at all""."
44,37,They turn the cruiser around
44,38,"and head over to him,"
44,39,and he has stopped a ways up the road.
44,40,"He starts to back up slowly when he sees the police coming towards him,"
44,41,then he starts forward again
44,42,and drives real slow like back along the road.
44,43,I don't know whether they ever caught him
44,44,or what was what haha
44,45,but it sure was a strange thing.
45,1,"A driver and her companion, Lisa, were going to a baseball game a month or so ago."
45,2,They were driving along HWY 24.
45,3,"As they drove, another car began tailgating them."
45,4,"This car was weaving and at one point it stopped in the middle of the road, blocking all the cars that were behind it."
45,5,The original driver thought she had gotten away from the tailgater but he reappeared.
45,6,"She feared he was either drunk or having a heart attack and stopped her car, concerned."
45,7,A police (sheriff) car was across the road.
45,8,She approached asking for the sheriff's help.
45,9,"He, in turn, went after the other car which backed away."
45,10,The sheriff did a U turn and the other car began driving forward in a careful manner.
45,11,"The original driver was amused seeing how well the tailgater was now driving, as he was being followed by the sheriff."
45,12,She did not find out what transpired afterwards.
46,1,Someone was driving
46,2,trying to merge onto the highway
46,3,when a driver pulled out
46,4,and blocked him
46,5,"and then started driving erratically,"
46,6,following too close
46,7,and appearing to be either drunk or sick.
46,8,"The storyteller stopped,"
46,9,and told a sheriff what was happening
46,10,and the bad driver
46,11,went in reverse
46,12,and drove away slowly
47,1,Some people were driving
47,2,and saw a potentially drunk driver
47,3,cut in to traffic
47,4,and drive erratically.
48,1,About a month ago a guy came through
48,2,and we passed coming on to twenty-four
48,3,looked about turning to fifty
48,4,and he knew he was heading where I wanted to park.
48,5,So he is sitting there right there in the middle of the road
48,6,so he went on across as soon as traffic cleared
48,7,and we headed up two miles
48,8,and the guy followed us.
48,9,The guy is on my tail
48,10,bumper to bumper
48,11,I'm watching him to make sure he doesn't back on me
48,12,and he is stuck really bad.
48,13,All of the time this is happening
48,14,I was trying to make up my mind
48,15,and I was going to go back
48,16,and figure his mind because he seemed drunk.
48,17,"I really felt bad reading that the guy had to die with a heart attack,"
48,18,I walked out of the car
48,19,and reported that this guy was drunk
48,20,and he couldn't keep his car.
48,21,"The cops went there to check him out,"
48,22,they checked out on him
48,23,he was just driving pretty slow
48,24,and that was bad news.
50,1,"While driving to a church league softball game,"
50,2,the narrator encountered a driver
50,3,who appeared to be intoxicated.
50,4,After observing the driver
50,5,blocking traffic
50,6,"and weaving dangerously close behind them,"
50,7,they decided to alert law enforcement.
50,8,"Upon reaching a stop sign,"
50,9,they saw a sheriff's car
50,10,and informed the deputy about the erratic driver.
50,11,"As the police approached,"
50,12,the suspect noticed
50,13,"and began to back away from the intersection,"
50,14,leading to a slow chase
50,15,as the officers followed him.
50,16,The situation highlighted concerns about drunk driving
50,17,and the narrator's internal conflict
50,18,about intervening for safety reasons.
51,1,"They were heading to an event for the diamond at Homestead High School,"
51,2,going on twenty-four.
51,3,"They spot a strange man on the road,"
51,4,creeping around and acting strange.
51,5,"They then realised that this man was following them,"
51,6,and was almost touching their bumper just a mile or two away from Ranch Eggs.
51,7,They spot a nearby sherif
51,8,"and tell them about this guy,"
51,9,how he has a problem
51,10,and could be drunk.
51,11,The guy sees them approach the sherif
51,12,"and backs up,"
51,13,reversing the car away
51,14,and driving off.
51,15,The sherif hops into their car
51,16,and starts to chase after them.
51,17,"After the guy did previously speed away,"
51,18,they start to act normal
51,19,and drive normally.
51,20,They never found out if they pulled him over or not.
52,1,Someone was driving with someone named Lisa down the highway.
52,2,(Twenty-four?)
52,3,[They were] going to a baseball game.
52,4,They had a driver blocking the highway.
52,5,[They] wait to turn.
52,6,They go first.
52,7,The driver is behind them.
52,8,[The driver is] swerving back and forth.
52,9,The speaker thinks the guy is either drunk or having a heart attack.
52,10,So they go slow.
52,11,[They] see a cop.
52,12,They call the cop over.
52,13,[They] tell them the vehicle behind them may be drunk.
52,14,The cops go off towards the car.
52,15,The car reverses down the road.
52,16,[The car] then does a U-turn.
52,17,[The car] drives slow and careful.
54,1,A man was with a woman named Lisa.
54,2,He was driving on highway 24.
54,3,[He was driving] on the way to a church softball league game.
54,4,[The game was] at Homestead High School.
54,5,"On the way there, near Ranch Eggs,"
54,6,the man encountered what appeared to be a drunk driver or a man that was having a heart attack.
54,7,The alleged drunk driver pulled out into the middle of the highway median.
54,8,"After the man going to the softball game passed the drunk driver,"
54,9,the drunk driver appeared to be following him down the highway.
54,10,[the drunk driver appeared to be] swerving in the lanes.
54,11,"Eventually, the man found a sheriff."
54,12,[The man] told them what was going on.
54,13,"However, from far back, the drunk driver saw the police."
54,14,[The drunk driver] tried to reverse from them.
54,15,"Then, the police made a u-turn."
54,16,[Then] the drunk driver started going forward.
54,17,The main character from the story wasn't sure what ended up happening to the drunk driver after that.
55,1,"I was going to the church leaders' football game,"
55,2,and a man in his mid-thirties is blocking the lines.
55,3,It's tail to tail and bumper to bumper.
55,4,"I think he is drunk,"
55,5,but he might be having a heart attack.
55,6,"I don't want to accuse him of being drunk,"
55,7,and then finding out when reading the news that he was having a heart attack.
55,8,"When reaching the stop sign,"
55,9,I saw a sheriff
55,10,"and called him over,"
55,11,"and told him that this man is either drunk or having a heart attack,"
55,12,and that he is swerving in both lanes.
55,13,The sheriff follows him.
56,1,There was a game
56,2,we were heading to
56,3,at a school Homestead High.
56,4,A vehicle cut in front of us
56,5,on the highway
56,6,"he was driving recklessly,"
56,7,heading the same way
56,8,we went.
56,9,I thought to myself
56,10,I have to do something
56,11,about the way this guy was driving.
56,12,There were many reports
56,13,of kids dying
56,14,because of drunk drivers.
56,15,Turns out
56,16,he was having a heart attack
56,17,and not driving drunk.
57,1,"The couple, man and wife Lisa are heading to a softball game at the diamond."
57,2,"Whilst driving near the church,"
57,3,"a man is driving erratically,"
57,4,blocking the highway.
57,5,"They overtake him,"
57,6,"but he starts to tailgate them,"
57,7,weaving in and out of lanes.
57,8,They think he might be drunk
57,9,but are not 100% sure.
57,10,"They flag a police patrol car,"
57,11,"when the driver of the erratic car notices,"
57,12,he reverses
57,13,and takes a minor road to try to escape.
57,14,"The police car heads in pursuit,"
57,15,but the behaviour of the car changes
57,16,and it stops driving erratically.
58,1,"About a month ago,"
58,2,"Well, we are going twenty-four,"
58,3,"Coming on to twenty-four,"
58,4,"and he's lending for the same place,"
58,5,"I am hurried,"
58,6,"got in the waits,"
58,7,"got it blocked,"
58,8,"there maybe a mile or two,"
58,9,"at ranch eggs,"
58,10,"and Lisa was with me,"
58,11,"and I'm trying to keep,"
58,12,"couldn't keep in lane,"
58,13,"how it's everybody's responsibility,"
58,14,"so I figured it out,"
58,15,"you gotta do something,"
58,16,he's gotta go.
59,1,"Going to some baseball games at Homestead High school,"
59,2,going on the 24th.
59,3,There's a guy waiting to pull out who wants to edge out.
59,4,I sneak ahead of him at the intersection
59,5,and head on up the hill.
59,6,He pulls into the lane behind me
59,7,and then is riding my tail.
59,8,"Lisa, who is in the car with me, says, ""he's right on your tail."""
59,9,I think he might be drunk.
59,10,"He then starts weaving,"
59,11,and I'm not sure what's going on.
59,12,I decided I'm going to stop
59,13,and check it out at the next stop sign.
59,14,"We stop,"
59,15,there's a sheriff
59,16,and I motion him over.
59,17,"[I] Say, ""this guy is drunk or sick."""
59,18,"The guy starts backing up,"
59,19,turns around
59,20,and drives off slowly.
59,21,The cops follow.
60,1,Headed to a church league baseball game.
60,2,Started driving and going up the twenty four
60,3,But there's a guy that that can't stay in his lane.
60,4,Kept weaving in and out.
60,5,With a friend named Lisa.
60,6,"Soon enough they're tailgating the speaker, almost bumper to bumper."
60,7,They recall the number one cause of death in kids is drunk driving.
60,8,The speaker is pretty sure he's drunk.
60,9,Or otherwise very sick since he can't stay on one side of the road.
60,10,They get off the twenty four
60,11,"And think that something should be done about that car,"
60,12,Since they would feel horrible if the other driver wasn't drunk but instead was having a heart attack or were ill
60,13,And found out about them in the news the next day.
60,14,Found a sheriff's car
60,15,And told them about the encounter.
60,16,The suspected drunk driver saw them get off and speak with the people in the sheriff's car
60,17,And stopped far away.
60,18,Then reversed
60,19,And started to go backwards.
60,20,They then started to go very slowly.
60,21,Never found out if the sheriff's car caught up with them
60,22,And never heard about it again.
61,1,IT'S ABOUT A GUY
61,2,WHO WAS BEING FOLLOWED BUMPER TO BUMPER
61,3,BY ANOTHER CAR.
61,4,HE INITIALLY THOUGHT
61,5,THE GUY WAS EITHER SICK OR DRUNK
61,6,CAUSE HE COULDN'T STAY IN HIS LANE.
61,7,SO HE STOPPED
61,8,BY A SHERIFF.
61,9,WHERE HE EXPLAINED WHAT WAS GOING ON
61,10,BUT WHEN THE POLICE STARTED GOING AFTER HIM
61,11,HE STARTED DRIVING IN REVERSE.
62,1,You jerk
62,2,Ranch eggs
62,3,Got twenty four blocked
63,1,The story is about a suspected drunk driving incident
63,2,where the initial interaction with the alleged drunk driver estimated to be in his mid-fifties
63,3,pulls out and blocks the road on the highway.
63,4,"After realizing the drunk driver blocked the road,"
63,5,"the storyteller then indicates they and their passenger, Lisa,"
63,6,waited for it to clear a bit
63,7,before getting out of there from the situation with the drunk driver.
63,8,"As they were going along their way,"
63,9,"Lisa indicates that the drunk driver is following them,"
63,10,to which the storyteller confirms.
63,11,The suspected drunk driver started driving erratically.
63,12,This was where the storyteller started suspecting the drunk driver to be drunk
63,13,and made a comment about drunk driving needs to be the responsibility of all of us.
63,14,The storyteller then starts to question if the person is truly a drunk driver
63,15,and not someone who is in medical duress.
63,16,The storyteller then chooses to intervene
63,17,"to ensure that if the other driver was indeed in medical duress,"
63,18,they did not deny them help through hasty judgement.
63,19,The storyteller pulls up to the stop sign
63,20,"where there was a sheriff signaled the sheriff car over,"
63,21,got out of their car
63,22,and made their way to the sheriff car
63,23,to tell them what has been happening with the erratic driving behind them.
63,24,"As soon as the suspected drunk driver saw this,"
63,25,he stops far away from them
63,26,and starts reversing away from the cops.
63,27,The cops went for him
63,28,and soon caught up with him.
63,29,The drunk driver then threw his car into drive
63,30,"and started going very slow,"
63,31,causing the cops to make a U-turn
63,32,and go after him.
63,33,The storyteller says it was comical
63,34,and does not know if the cops ever stopped the suspected drunk driver.
64,1,A group was on a route to a church league softball game
64,2,about a month ago at Homestead High School.
64,3,"Driving down a highway called Twenty-four,"
64,4,they noticed a man in his fifties blocking the lane
64,5,as he attempted to turn.
64,6,"After passing him,"
64,7,"they noticed he was following them too closely,"
64,8,swerving back and forth.
64,9,They became concerned that he might be drunk.
64,10,"Getting nervous,"
64,11,they decided to call a passing sheriff's car
64,12,as they approached a stop sign.
64,13,"They told him what was going on,"
64,14,"showing further back down the road,"
64,15,where the man was driving recklessly.
64,16,"In an instant,"
64,17,the man spotted the deputies
64,18,"and backed down the road,"
64,19,making it a silly scene.
64,20,The deputies chased after him
64,21,but weren't quite sure if they had any cause
64,22,to actually arrest him
64,23,or find out what the problem was.
65,1,Uhh.
65,2,Some guy is going to a baseball game or something.
65,3,He's at an intersection.
65,4,Another car is being weird.
65,5,The other car is riding his bumper.
65,6,He's got a woman named Lisa with him.
65,7,He thinks the other guy is drunk or sick or something.
65,8,He stops.
65,9,[He] tells a cop about it.
65,10,Then the guy pulls off.
65,11,The cop starts chasing him.
66,1,"About a month ago, we were heading to a church league softball game."
66,2,The games were all set to be played at the diamond at Homestead High School.
66,3,Do you know where that is?
66,4,"Well, we were driving up Route 24, getting ready to turn near Ranch Eggs,"
66,5,"and I was slowing down,"
66,6,signaling to turn.
66,7,"As I was slowing down,"
66,8,"there was this guy sitting off to the right,"
66,9,getting ready to merge onto Route 24.
66,10,He looked like he was in his mid-fifties.
66,11,"He starts inching out onto the road,"
66,12,"partially blocking the lane,"
66,13,aiming for the same spot I was headed to.
66,14,You know how you wait in the median for traffic to pass?
66,15,"This guy pulls into the lane,"
66,16,"and I thought, ""What a jerk..."""
66,17,but I sped up and got in front of him.
66,18,"He stayed put,"
66,19,"blocking Route 24,"
66,20,right in the middle of the road.
66,21,"Once the traffic cleared,"
66,22,we crossed over
66,23,"and continued toward the diamond,"
66,24,which is about a mile or two north of Route 24 on Aboite Center Road.
66,25,But this guy starts following us.
66,26,"As we were heading up the slight hill by Ranch Eggs,"
66,27,he was tailing us closely.
66,28,"Lisa was with me,"
66,29,"and she said, ""That guy is right on your bumper!"""
66,30,"I checked the rearview mirror,"
66,31,"and sure enough, he was almost touching my car,"
66,32,so I kept an eye on him to make sure he didn’t hit us.
66,33,"He started swerving,"
66,34,unable to stay in one lane.
66,35,It was pretty alarming.
66,36,"The whole time this was happening,"
66,37,I kept thinking about how drunk driving is the leading cause of deaths for kids
66,38,and how everyone has a responsibility to do something.
66,39,I was pretty sure the guy was drunk—or at least acting like it—
66,40,"so I decided that when we got to the stop sign,"
66,41,I was going to see what was going on.
66,42,"Maybe he was drunk,"
66,43,"but then again,"
66,44,"what if he was sick, like having a heart attack or something?"
66,45,"I knew I had to act,"
66,46,but I didn’t want to get involved if I didn’t have to.
66,47,"Still, I made up my mind."
66,48,"When we pulled up to the stop sign,"
66,49,there happened to be a sheriff’s car parked across the road.
66,50,"I motioned for the officer to come over,"
66,51,and they quickly drove across.
66,52,"I got out of my car,"
66,53,"walked over to the deputy,"
66,54,"and said, ""The guy behind me is either sick or drunk, but he’s got a problem."
66,55,"He can't stay in his lane."""
66,56,"I told him, ""Something’s definitely wrong."""
66,57,So they headed toward the guy.
66,58,"As soon as he saw me get out and walk to the police car,"
66,59,"he stopped way back from the intersection,"
66,60,"put his car in reverse,"
66,61,and started backing up.
66,62,"When the cops went to check on him,"
66,63,he kept backing down the road.
66,64,"Eventually, they caught up,"
66,65,and he started driving forward again.
66,66,"The officers made a U-turn to follow him,"
66,67,and now he was driving real slow and carefully.
66,68,"Ha ha, it was kind of funny..."
66,69,I don’t know if they ever caught him.
67,1,The story is about an observant driver
67,2,who noticed another driver's erratic driving
67,3,while he was going for a league game.
67,4,The observant driver notified the police-
67,5,"a sheriff's car,"
67,6,even though he was uncertain what could have caused the abnormal driving.
67,7,The observant driver was not sure
67,8,"if it could be due to drunk-driving,"
67,9,or the erratic driver could be suffering from a heart attack.
67,10,"As the vehicle slowed down,"
67,11,"and cops walked up to investigate what the problem was,"
67,12,the erratic driver suddenly put the vehicle in reverse
67,13,"and started moving down the road,"
67,14,and also started moving forward
67,15,but this time in a slow manner
67,16,while he was being followed by police vehicles.
68,1,"A young person was trying to get onto Twenty-four off the highway,"
68,2,when a car was blocking the way.
68,3,"Instead they decided to go another way to get to their destination,"
68,4,and all of a sudden the car that was blocking the road started to follow them.
68,5,"The car was constantly up their tail,"
68,6,"bumper to bumper,"
68,7,borderline crashing into them.
68,8,"The person thought to themself,"
68,9,maybe he's drunk or having a heart attack.
68,10,"Suddenly, he sees a police car on the side of the road,"
68,11,and he stops
68,12,and signals the police to come over.
68,13,"He states that the man who was following him was driving back and forth,"
68,14,and can't keep in the same lane.
68,15,He states that he must have been drunk or sick.
68,16,The car that was following them starts to slowly reverse back
68,17,when they notice the police.
68,18,"The police begin to follow the retracting car,"
68,19,and the narrator doesn't know if they ever caught up to them.
69,1,A couple was going to a baseball game
69,2,and on their way
69,3,there was a car on highway 24
69,4,that was blocking the road by the median.
69,5,The couple passed the car
69,6,and the car followed them
69,7,and tailgated them
69,8,while swerving.
69,9,"The driver told his partner, Lisa,"
69,10,that he was going to stop at the stop sign up ahead
69,11,and he was going to go back
69,12,and approach the driver
69,13,to see if he was either drunk
69,14,or if he was sick
69,15,(having a medical emergency).
69,16,When the couple approached the stop sign
69,17,they noticed a police officer
69,18,and got out of their car
69,19,to inform him of what had happened.
69,20,The car behind them noticed this
69,21,and stopped down the road.
69,22,The police officer went down
69,23,to speak to the driver
69,24,"but the driver started to reverse the car,"
69,25,until the police officer was able to catch up.
69,26,Once the officer caught up
69,27,"the driver started driving forward again,"
69,28,really slow
69,29,and really carefully
69,30,in a very comical way.
70,1,"A month ago, this guy was heading to his church's softball."
70,2,"As he drives, a man in his fifties seems to be following him."
70,3,This old man follows him bumper to bumper.
70,4,The two women in the car agree.
70,5,"As the guy is driving, the old man drives from lane to lane."
70,6,The old man seems to be drunk.
70,7,The driver is concerned.
70,8,The driver is worried that the old man is maybe having a heart attack or something.
70,9,The driver was hesitant.
70,10,The driver decided to stop.
70,11,The driver talked to a sheriff.
70,12,The sheriff followed the old man.
70,13,The old man made a U turn.
70,14,The old man ended up following the road's rules.
71,1,About a month ago we were going to a church league softball game.
71,2,They'd had the games all scheduled for the diamond at Homestead High School.
71,3,You know where that's at?
71,4,"Well, we're going up Twenty-four,"
71,5,"and getting ready to turn there,"
71,6,at Ranch Eggs.
71,7,You know how you sit there and wait for the traffic to get by?
71,8,Right there in the median?
71,9,"This guy starts,"
71,10,"pulls out in the lane,"
71,11,"i thought ""you jerk"""
71,12,but i hurried up and got in there ahead of him.
71,13,Couldn't keep it one lane.
71,14,I figured that when we get up to this stop sign
71,15,I'm going to go back
71,16,"and find out what his problem is,"
71,17,'cause i'm thinking he's drunk
71,18,and i know i oughta do something about it
71,19,"but at the same time if he's sick,"
71,20,like maybe he's having a heart attack or something
71,21,you know.
71,22,you gotta do something.
71,23,"Pretty soon they catch up with him,"
71,24,"and he starts forward again,"
71,25,and they make a U-turn in the road to follow him
71,26,but he's just slowly driving and being careful.
71,27,I don't know if they ever stopped him or not.
72,1,"about a month ago we were going to see a church softball game,"
72,2,"the games were near twenty-four,"
72,3,"as we were on the way there was a guy who was in his middle fifties,"
72,4,he was blocking the highway.
72,5,"on the way there was a driver who was driving really close to me,"
72,6,"basically bumper to bumper,"
72,7,he appeared to be drunk
72,8,"so I told a police officer about him,"
72,9,that he was either unwell or drunk
73,1,Some guy was going somewhere.
73,2,Homestead and he was driving
73,3,and there was a guy in the median
73,4,but he thought the guy was drunk
73,5,but what if he wasn't drunk
73,6,and had a heart attack
73,7,and the guy didn't want to hear on the news
73,8,that he thought drunk guy was actually heart attack guy
73,9,so he went back to check
73,10,and lots of other words...omg
74,1,The story is about a guy and someone named Lisa.
74,2,"They were driving around,"
74,3,and I think they spotted a dangerous driver on the highway
74,4,that they were driving on.
74,5,He was driving
74,6,the erratic probably drunk driver all over the road
74,7,and in the median of the highway.
74,8,"He talked about, with some concern,"
74,9,that the driver was driving all the road dangerously
74,10,and that is perhaps the number one killer of children.
74,11,Lisa was able to see the driver as well in the car.
74,12,Also I think that the police were involved
74,13,and pulled over the driver.
74,14,He may have talked also to the guy
74,15,describing his personal driving story.
74,16,The person describing the story in the end
74,17,seemed that he thought the incident
74,18,"that he viewed passing old high school,"
74,19,and on to the highway viewing the dangerous driver
74,20,he though was a bit funny and concerning.
74,21,This is what I can recall.
75,1,There was going to be a church softball game
75,2,"that a lady and her friend were going to,"
75,3,at the intersection a man started chasing them
75,4,swirling all over the road
75,5,and he couldn't keep the car straight.
75,6,"While all this is happening,"
75,7,our lady driver (I can't recall her name) starts to think to herself
75,8,"that this man must be drunk or sick,"
75,9,and she thinks about how drunk driving is the number one cause of deaths on the road.
75,10,She also thinks to herself
75,11,that if the man is having a heart attack
75,12,then she will feel bad for calling him a drunk.
75,13,"Deciding to take action and find out what the man's problem is,"
75,14,she spotted the sheriff's car
75,15,and decided to get them involved.
75,16,The man had something to hide
75,17,because he made a ridiculous attempt to get away from the police.
75,18,We do not know if he was caught or not in the end.
76,1,They were heading to a baseball game
76,2,in a car
76,3,when some guy pulled out on them on the Twenty Four.
76,4,He appeared to be driving erratically
76,5,which made them (the narrator and Lisa) think that the driver was either sick or drunk.
76,6,"Concerned about the safety of others, particularly children,"
76,7,they stopped at an intersection
76,8,and beckoned over a sheriff to check on the driver.
76,9,"When the sheriff approached the vehicle,"
76,10,"the drive first began to reverse away,"
76,11,"and when caught,"
76,12,began to drive forward to evade the sheriffs.
77,1,On a sunny day
77,2,the church baseball league went up
77,3,the 24th at Meadowview.
78,1,A lady was walking down the road
78,2,and saw a guy following her
78,3,[she] was not sure if he was drunk or sick
78,4,and she made up her mind to approach him
78,5,to ask what his problem was
78,6,"and just as she was about to do that,"
78,7,a sheriff's car stopped the guy
78,8,and she told the sheriff to check on the guy
78,9,if he's sick or drunk
78,10,and she was scared
78,11,in case he's sick
78,12,and having a heart attack
78,13,and dies
78,14,"if she can hear this the following day about it,"
78,15,then she would really feel bad
78,16,knowing she could have done something about [it].
79,1,"Driving in the car up to play softball up twenty four,"
79,2,"sat waiting at a junction,"
79,3,"this man in another car isn’t moving,"
79,4,"then he basically blocks all of the intersection with his car,"
79,5,so I managed to get in front of him.
79,6,"Driving up twenty four,"
79,7,I can see him in the mirror swerving from side to side
79,8,not being able to stay in the right lane.
79,9,I keep looking back
79,10,thinking that drunk drivers are the number one killers.
79,11,Then I start to question if he’s drunk or poorly?
79,12,Maybe sick?
79,13,"While driving and keeping an eye on the guy in the back,"
79,14,how am I going to stop him.
79,15,When I get to the next Stop sign
79,16,I’m going to get out and see if he’s okay.
79,17,When I reach the stop sign
79,18,I see a police car
79,19,I ask them over and tell them about he guy behind
79,20,"and don’t know if he’s drunk driver or sick,"
79,21,the cop walks to his car
79,22,and he puts it in reverse back down the hill.
79,23,the cops are after him
79,24,"I’m not sure if they caught him,"
79,25,I carried on my journey
80,1,Four people decided to attend a softball game
80,2,This writer comes across a drunk man
80,3,This lady could sense something was off about him
80,4,Whilst she was driving
80,5,She came across a sheriff car
80,6,She informed them that the man was either very sick or very drunk
80,7,The lady then recalled
80,8,How much drink driving impacts drivers and victims
81,1,They were going to a softball game
81,2,and they were going onto a highway
81,3,and the guy started driving erratically in front of them.
81,4,He came to a stop at one point
81,5,and blocked the highway
81,6,(I think it was 24)
81,7,and meant that they couldn’t get around him.
81,8,He continued driving erratically
81,9,and he was worried about the car crashing into him
81,10,and causing an accident.
81,11,He was initially convinced that he was drunk
81,12,but then wondered if he was ill
81,13,and felt guilty.
81,14,He flagged down a nearby sheriff’s car
81,15,and explained the situation.
81,16,They started following him
81,17,and he initially stopped a way away.
81,18,He then went into reverse
81,19,and they had to do a U turn
81,20,before he continued driving slowly
81,21,and carefully.
82,1,my laptop froze
83,1,We were going to a church league soft ball game
83,2,scheduled at Homestead High School.
83,3,You know where that is?
83,4,"We are going to Twenty Four,"
83,5,and also going at Ranch eggs getting ready.
83,6,There is this guy seated on the right.
83,7,"On the median, the guy starts."
83,8,So we went across
83,9,as soon as traffic cleared
83,10,we headed towards diamond.
83,11,The guy kept following us.
83,12,I was with Lisa
83,13,"and she said ""that guy is on your tail."""
83,14,I looked in the mirror.
83,15,The guy seemed like he was drunk
83,16,but he was having a heart attack.
84,1,He was on his way to Homestead
84,2,to play ball
84,3,He went up Highway 24
84,4,Another car was merging on to the highway
84,5,and slowed down
84,6,He managed to get ahead of the car
84,7,but the car stayed in the middle of the highway
84,8,slowing down the traffic
84,9,Then the slowed car sped up
84,10,and he was on its tail
84,11,His passenger was named Lisa
84,12,and mentioned that the car was on his tail
84,13,He continued on Highway 24
84,14,towards the field
85,1,A lady who went for a game
85,2,observed that she's being followed
85,3,by a man
85,4,who she assumed is either sick or drunk.
85,5,With her ongoing thought about causes of road accident
85,6,and negative happenings on the road
85,7,she was worried
85,8,and concerned about the man's driving attitude.
85,9,She explained to the local sheriff about this happening
85,10,when she got her chance
85,11,then the man/driver desist
85,12,and take off
85,13,leading to a chase.
86,1,Somebody was driving to a church league softball game
86,2,where they had to turn onto the 24
86,3,They went to pull out
86,4,but another car did at the same time
86,5,He beat them to the spot in traffic
86,6,and the other car was blocking the road
86,7,He then carries on driving
86,8,"and the car follows him, very close"
86,9,Then he decides to stop
86,10,and see what his deal was
86,11,in case he was drunk or sick
86,12,He beckons a sheriff over at the stop sign
86,13,and the car reverse down the road
86,14,before going forward
86,15,when the sheriff caught them
86,16,We don't know if they got pulled over.
87,1,A guy and his friend Lisa are going to a softball game at the diamond.
87,2,"Whilst driving there, a gentleman from the side road tries to jump in by pulling out."
87,3,But their car goes ahead filling the gap.
87,4,Meaning the other guy's car is blocking opposing traffic on the 29th street.
87,5,This guy then proceeds to follow their car very closely.
87,6,And is bumper to bumper with them.
87,7,They notice he is also swerving between lanes.
87,8,They consider the idea he is possibly drunk.
87,9,The driver thinks of the amount of teenagers that die due to drink driving.
87,10,And also considers the driver may be having a medical issue.
87,11,They decide at the next stop sign they will stop and see what the guy's issue is.
87,12,As he would feel bad if tomorrow he found out the guy passed due a medical issue.
87,13,And they could have checked and helped.
87,14,They find a sheriff's car parked opposite the road when they stop.
87,15,And so they approach the sheriff.
87,16,And inform them of the driver's driving.
87,17,And that they believe he may be having a medical issue or may be drunk.
87,18,The second driver (the one who may be drunk) hasn't reached the same point as their car.
87,19,But sees them talking to the police.
87,20,And starts to reverse back down the road.
87,21,The police car follows down.
87,22,And follows the car which has now slowed down.
87,23,And is driving at a suitable speed and in a sensible manner.
88,1,"A man is driving down 24,"
88,2,"headed to a ball game,"
88,3,past an egg place.
88,4,He has a passenger named Lisa with him.
88,5,A driver in another vehicle is blocking traffic.
88,6,The first vehicle passes him.
88,7,"Then, the second driver approaches from behind at a fast pace."
88,8,He is swerving back and forth.
88,9,The first driver decides he is going to stop at a stop sign
88,10,and approach the other driver to find out what his problem is.
88,11,He suspects either drunk driving or a medical problem.
88,12,"Just then, a sheriff stops across the road."
